0,18,6313,6_easy_pruned,20001,0
1,26,8524,6_easy_pruned,20001,0
2,5,1559,6_easy_pruned,20004,0
3,12,667,6_easy_pruned,20002,1
4,12,729,6_easy_pruned,20002,1
5,12,764,6_easy_pruned,20001,1
6,12,729,6_easy_pruned,20000,1
7,18,1364,6_easy_pruned,20003,0
8,29,8585,6_easy_pruned,20000,0
9,12,669,6_easy_pruned,20002,1
10,12,1131,6_easy_pruned,20003,1
11,12,720,6_easy_pruned,20004,1
12,12,947,6_easy_pruned,20001,1
13,12,1122,6_easy_pruned,20000,1
14,12,554,6_easy_pruned,20003,1
15,12,967,6_easy_pruned,20000,1
16,32,1414,6_easy_pruned,20001,0
17,12,723,6_easy_pruned,20001,1
18,12,731,6_easy_pruned,20001,1
19,30,3337,6_easy_pruned,20002,0
20,12,2490,6_easy_pruned,20002,1
21,12,952,6_easy_pruned,20004,1
22,35,2026,6_easy_pruned,20000,0
23,12,1194,6_easy_pruned,20004,1
24,12,825,6_easy_pruned,20003,1
25,12,654,6_easy_pruned,20004,1
26,18,1168,6_easy_pruned,20000,0
27,12,1114,6_easy_pruned,20002,1
28,12,892,6_easy_pruned,20001,1
29,12,803,6_easy_pruned,20003,1
30,11,1490,6_easy_pruned,20002,0
31,29,9481,6_easy_pruned,20001,0
32,20,4161,6_easy_pruned,20001,0
33,12,706,6_easy_pruned,20000,1
34,12,688,6_easy_pruned,20000,1
35,5,620,6_easy_pruned,20000,0
36,12,843,6_easy_pruned,20003,1
37,26,8307,6_easy_pruned,20002,0
38,35,1118,6_easy_pruned,20002,0
39,29,9484,6_easy_pruned,20002,0
40,12,632,6_easy_pruned,20004,1
41,36,1170,6_easy_pruned,20001,0
42,29,9250,6_easy_pruned,20003,0
43,12,1463,6_easy_pruned,20003,1
44,35,1484,6_easy_pruned,20003,0
45,12,669,6_easy_pruned,20003,1
46,12,929,6_easy_pruned,20000,1
47,12,850,6_easy_pruned,20003,1
48,29,9349,6_easy_pruned,20002,0
49,12,1072,6_easy_pruned,20000,1
0,26,20808,6_easy_full,20002,0
1,18,3947,6_easy_full,20000,0
2,12,7694,6_easy_full,20003,1
3,12,7961,6_easy_full,20002,1
4,36,4723,6_easy_full,20003,0
5,6,7031,6_easy_full,20005,0
6,29,23162,6_easy_full,20002,0
7,29,22623,6_easy_full,20002,0
8,12,8153,6_easy_full,20005,1
9,18,6190,6_easy_full,20004,0
10,12,7092,6_easy_full,20003,1
11,24,8099,6_easy_full,20001,1
12,29,22882,6_easy_full,20001,0
13,3,8233,6_easy_full,20003,0
14,3,7761,6_easy_full,20004,0
15,35,2163,6_easy_full,20001,0
16,20,10914,6_easy_full,20002,0
17,26,21277,6_easy_full,20001,0
18,20,9843,6_easy_full,20002,0
19,3,7698,6_easy_full,20007,0
20,24,9305,6_easy_full,20002,1
21,24,9728,6_easy_full,20000,1
22,26,21122,6_easy_full,20001,0
23,24,8971,6_easy_full,20005,1
24,29,23001,6_easy_full,20000,0
25,24,9037,6_easy_full,20002,1
26,20,11270,6_easy_full,20002,0
27,34,3531,6_easy_full,20000,0
28,24,7927,6_easy_full,20003,1
29,12,7161,6_easy_full,20002,1
30,33,6553,6_easy_full,20001,0
31,24,9008,6_easy_full,20003,1
32,12,7375,6_easy_full,20000,1
33,11,9210,6_easy_full,20003,0
34,24,8407,6_easy_full,20001,1
35,24,8288,6_easy_full,20003,1
36,24,9726,6_easy_full,20001,1
37,11,8481,6_easy_full,20003,0
38,24,7861,6_easy_full,20004,1
39,11,8650,6_easy_full,20003,0
40,24,8559,6_easy_full,20003,1
41,29,22794,6_easy_full,20001,0
42,32,4835,6_easy_full,20004,0
43,29,22390,6_easy_full,20002,0
44,30,14169,6_easy_full,20002,0
45,24,8864,6_easy_full,20000,1
46,12,8434,6_easy_full,20003,1
47,29,23443,6_easy_full,20000,0
48,3,7938,6_easy_full,20005,0
49,24,9452,6_easy_full,20002,1
